5.802397057414054871e-02 -5.072503536939620972e-02 1.651223897933959961e+00 6.318576931953430176e-01 8.746316432952880859e-01 -1.532851696014404297e+00 1.909929275512695312e+00 7.974435687065124512e-01 -5.819672346115112305e-01 -1.529226750135421753e-01 -9.888272881507873535e-01 5.802397057414054871e-02 -5.072503536939620972e-02 1.651223897933959961e+00 6.318576931953430176e-01 8.746316432952880859e-01 -1.532851696014404297e+00 1.909929275512695312e+00 7.974435687065124512e-01 -5.819672346115112305e-01 -1.529226750135421753e-01 -1.128017306327819824e+00
1.118640184402465820e+00 1.788868665695190430e+00 -3.412416875362396240e-01 1.915349364280700684e+00 -1.821838378906250000e+00 -1.982827186584472656e+00 -6.335522532463073730e-01 1.761294364929199219e+00 -1.444941401481628418e+00 1.275915265083312988e+00 -1.497499108314514160e+00 1.118640184402465820e+00 1.788868665695190430e+00 -3.412416875362396240e-01 1.915349364280700684e+00 -1.821838378906250000e+00 -1.982827186584472656e+00 -6.335522532463073730e-01 1.761294364929199219e+00 -1.444941401481628418e+00 1.275915265083312988e+00 -9.080883264541625977e-01
-9.750405699014663696e-02 -3.897951915860176086e-02 1.598408937454223633e+00 -9.349009990692138672e-01 -5.831092596054077148e-01 -1.176898956298828125e+00 -1.266975283622741699e+00 -5.417152121663093567e-02 -3.621784746646881104e-01 -1.553510874509811401e-01 5.067138075828552246e-01 -9.750405699014663696e-02 -3.897951915860176086e-02 1.598408937454223633e+00 -9.349009990692138672e-01 -5.831092596054077148e-01 -1.176898956298828125e+00 -1.266975283622741699e+00 -5.417152121663093567e-02 -3.621784746646881104e-01 -1.553510874509811401e-01 -1.569747030735015869e-01
1.091773152351379395e+00 7.597715258598327637e-01 1.137895822525024414e+00 1.284857630729675293e+00 5.476580858230590820e-01 -1.158285021781921387e+00 1.078322529792785645e+00 1.411945581436157227e+00 -6.940094232559204102e-01 1.232548594474792480e+00 -1.149303793907165527e+00 1.091773152351379395e+00 7.597715258598327637e-01 1.137895822525024414e+00 1.284857630729675293e+00 5.476580858230590820e-01 -1.158285021781921387e+00 1.078322529792785645e+00 1.411945581436157227e+00 -6.940094232559204102e-01 1.232548594474792480e+00 -2.235201597213745117e+00
2.511746287345886230e-01 2.608002349734306335e-02 -3.834403455257415771e-01 -8.467836976051330566e-01 -3.198946267366409302e-02 1.347904920578002930e+00 -1.825132369995117188e-01 -6.368886828422546387e-01 -1.170915484428405762e+00 -2.105751633644104004e-01 1.483329653739929199e+00 2.511746287345886230e-01 2.608002349734306335e-02 -3.834403455257415771e-01 -8.467836976051330566e-01 -3.198946267366409302e-02 1.347904920578002930e+00 -1.825132369995117188e-01 -6.368886828422546387e-01 -1.170915484428405762e+00 -2.105751633644104004e-01 7.386568784713745117e-01
1.066337525844573975e-01 -8.635853528976440430e-01 1.081248521804809570e+00 -8.229450583457946777e-01 2.957314252853393555e-01 -6.750721335411071777e-01 -6.034792214632034302e-02 -8.557397723197937012e-01 9.601094722747802734e-01 8.853847384452819824e-01 2.933497726917266846e-01 1.066337525844573975e-01 -8.635853528976440430e-01 1.081248521804809570e+00 -8.229450583457946777e-01 2.957314252853393555e-01 -6.750721335411071777e-01 -6.034792214632034302e-02 -8.557397723197937012e-01 9.601094722747802734e-01 8.853847384452819824e-01 1.919297099113464355e+00
-4.143563210964202881e-01 5.949626117944717407e-02 8.164396286010742188e-01 1.048390150070190430e+00 9.668120145797729492e-01 1.397267431020736694e-01 5.733218789100646973e-01 -7.732590436935424805e-01 -9.717246890068054199e-02 -1.489555120468139648e+00 -3.169476389884948730e-01 -4.143563210964202881e-01 5.949626117944717407e-02 8.164396286010742188e-01 1.048390150070190430e+00 9.668120145797729492e-01 1.397267431020736694e-01 5.733218789100646973e-01 -7.732590436935424805e-01 -9.717246890068054199e-02 -1.489555120468139648e+00 1.551090598106384277e+00
-4.742625653743743896e-01 -9.057476520538330078e-01 5.297583937644958496e-01 -2.097244262695312500e+00 8.458454012870788574e-01 2.296217679977416992e+00 -9.143552184104919434e-01 -4.626512229442596436e-01 -7.470031380653381348e-01 8.093854784965515137e-01 1.452726721763610840e+00 -4.742625653743743896e-01 -9.057476520538330078e-01 5.297583937644958496e-01 -2.097244262695312500e+00 8.458454012870788574e-01 2.296217679977416992e+00 -9.143552184104919434e-01 -4.626512229442596436e-01 -7.470031380653381348e-01 8.093854784965515137e-01 2.639550864696502686e-01
-5.292142033576965332e-01 -4.014599919319152832e-01 1.005535840988159180e+00 1.411327067762613297e-02 1.738058924674987793e+00 -8.198972344398498535e-01 4.239432513713836670e-01 -1.259029626846313477e+00 9.367265701293945312e-01 1.075807809829711914e+00 6.448541879653930664e-01 -5.292142033576965332e-01 -4.014599919319152832e-01 1.005535840988159180e+00 1.411327067762613297e-02 1.738058924674987793e+00 -8.198972344398498535e-01 4.239432513713836670e-01 -1.259029626846313477e+00 9.367265701293945312e-01 1.075807809829711914e+00 -3.708643913269042969e-01
1.140898466110229492e+00 -6.370790600776672363e-01 -2.722980380058288574e-01 1.121370673179626465e+00 -1.594169735908508301e+00 9.832574427127838135e-02 1.199947953224182129e+00 -4.953101575374603271e-01 4.159980714321136475e-01 -9.565069675445556641e-01 1.598278582096099854e-01 1.140898466110229492e+00 -6.370790600776672363e-01 -2.722980380058288574e-01 1.121370673179626465e+00 -1.594169735908508301e+00 9.832574427127838135e-02 1.199947953224182129e+00 -4.953101575374603271e-01 4.159980714321136475e-01 -9.565069675445556641e-01 -6.117929220199584961e-01
5.272373557090759277e-01 -3.207551538944244385e-01 -1.907691657543182373e-01 1.856577157974243164e+00 -2.514488935470581055e+00 -2.233521223068237305e+00 7.876516580581665039e-01 -4.825275838375091553e-01 -4.034478366374969482e-01 6.600926071405410767e-02 -4.342971146106719971e-01 5.272373557090759277e-01 -3.207551538944244385e-01 -1.907691657543182373e-01 1.856577157974243164e+00 -2.514488935470581055e+00 -2.233521223068237305e+00 7.876516580581665039e-01 -4.825275838375091553e-01 -4.034478366374969482e-01 6.600926071405410767e-02 -4.256651699542999268e-01
4.098697006702423096e-02 -4.090979993343353271e-01 2.603571116924285889e-01 1.538051366806030273e+00 4.697737097740173340e-01 -9.466872215270996094e-01 3.810606300830841064e-01 1.039197221398353577e-01 -8.158084750175476074e-01 -2.530435919761657715e-01 -1.796106338500976562e+00 4.098697006702423096e-02 -4.090979993343353271e-01 2.603571116924285889e-01 1.538051366806030273e+00 4.697737097740173340e-01 -9.466872215270996094e-01 3.810606300830841064e-01 1.039197221398353577e-01 -8.158084750175476074e-01 -2.530435919761657715e-01 -9.466365575790405273e-01
